RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,has_special_value
-0.32177853702843084,-0.565213282424138,-0.3530677613942593,-0.4664388274837831,0.2548222002586337,-0.08956444412441715,-0.18721244776596468,0.9730826773583534,-0.19630822797383005,-0.6706750774549753,-0.03912515262542974
-0.6532348708712281,-0.021994005171684875,-0.3530677613942593,2.7295559269411633,0.12141929272587806,-0.6962921970893757,-0.18721244776596468,1.9531742879607452,-0.19630822797383005,-0.6706750774549753,-0.03912515262542974
-0.4487463719133164,0.385420452767655,-0.3530677613942593,-0.553725492557483,0.8165592245244578,1.1238910618055,-0.18721244776596468,-0.9871005438464301,-0.19630822797383005,-0.6706750774549753,-0.03912515262542974
0.9199156487626432,-0.021994005171684875,1.0844464663964761,-0.4957594865880444,1.4124125107615142,0.1126781401972357,-0.18721244776596468,1.9531742879607452,-0.19630822797383005,-0.6706750774549753,-0.03912515262542974
-0.35548466996121153,0.7928349107069949,-0.3530677613942593,-0.4527382840155674,0.9107556776292339,3.1463169050220285,-0.18721244776596468,2.933265898563137,-0.19630822797383005,-0.6706750774549753,-0.03912515262542974
-0.6655529489131038,0.11381081414142842,-0.3530677613942593,-0.5828851451138763,0.12141929272587806,-1.1007773657326814,-0.18721244776596468,-0.9871005438464301,-0.19630822797383005,-0.6706750774549753,-0.03912515262542974
-0.6649118665790521,1.9471758748684578,-0.3530677613942593,-0.319732833749163,0.12141929272587806,-0.49404961276772286,-0.18721244776596468,-0.9871005438464301,-0.19630822797383005,-0.6706750774549753,-0.03912515262542974
0.6346339756034101,0.3175180431110984,-0.3530677613942593,-0.4847645647811232,0.6556576283169767,-0.29180702844607,-0.18721244776596468,0.9730826773583534,-0.19630822797383005,-0.6706750774549753,-0.03912515262542974
-0.664872377260954,0.9286397300201081,-0.3530677613942593,-0.5828851451138763,0.12141929272587806,-0.8985347814110285,-0.18721244776596468,-0.9871005438464301,-0.19630822797383005,-0.6706750774549753,-0.03912515262542974
-0.33184852556825345,-0.2936036437979115,-0.3530677613942593,-0.501499023788734,1.2477755664779127,0.921648477483847,-0.18721244776596468,0.9730826773583534,-0.19630822797383005,2.939310804100302,-0.03912515262542974
0.010010142174581564,-0.565213282424138,-0.3530677613942593,-0.4968683116509222,0.38082749190665305,1.7306188147704584,-0.18721244776596468,-0.007008933244038318,-0.19630822797383005,-0.6706750774549753,-0.03912515262542974
1.127967546598708,0.7928349107069949,-0.3530677613942593,-0.5275318250067421,-0.8414299457342318,-1.1007773657326814,-0.18721244776596468,-0.9871005438464301,-0.19630822797383005,-0.6706750774549753,-0.03912515262542974
-0.5116425989340752,0.7249325010504383,-0.3530677613942593,-0.455683531006846,0.18306480305882414,0.1126781401972357,-0.18721244776596468,-0.007008933244038318,-0.19630822797383005,-0.6706750774549753,-0.03912515262542974
-0.6553292881604832,0.7249325010504383,-0.3530677613942593,-0.5823799573392533,-1.521025197715589,-1.5052625343759871,-0.18721244776596468,-0.9871005438464301,-0.19630822797383005,-0.6706750774549753,-0.03912515262542974
-0.622819166042818,-1.176334969333148,-0.3530677613942593,-0.4520317145114034,-0.32239718261778366,0.7194058931621943,-0.18721244776596468,-0.007008933244038318,-0.19630822797383005,-0.6706750774549753,-0.03912515262542974
-0.668019216643465,-0.22570123414135482,-0.3530677613942593,-0.5828851451138763,0.12141929272587806,-0.8985347814110285,-0.18721244776596468,-0.9871005438464301,-0.19630822797383005,-0.6706750774549753,-0.03912515262542974
-0.11045148198093158,-1.176334969333148,-0.3530677613942593,-0.0016467550896483052,-1.8575116374922398,0.1126781401972357,-0.18721244776596468,-0.007008933244038318,-0.19630822797383005,2.036814333711483,-0.03912515262542974
1.127967546598708,-1.5837494272724877,-0.3530677613942593,-0.4247796234468504,-0.1598372771396173,-0.8985347814110285,-0.18721244776596468,0.9730826773583534,-0.19630822797383005,0.23182139293384404,-0.03912515262542974
-0.25140642765337234,0.589127681737325,-0.3530677613942593,-0.38052878993131306,0.3584016608305592,-0.29180702844607,-0.18721244776596468,-0.007008933244038318,-0.19630822797383005,-0.6706750774549753,-0.03912515262542974
-0.638049350696542,-0.768920511393808,-0.3530677613942593,-0.3699014375109319,0.09554802693790018,0.7194058931621943,-0.18721244776596468,2.933265898563137,-0.19630822797383005,-0.6706750774549753,-0.03912515262542974
17.121926012433452,-0.8368229210503646,-0.3530677613942593,-0.3100047829085363,-0.11337772796788098,-1.1007773657326814,-0.18721244776596468,-0.007008933244038318,-0.19630822797383005,-0.6706750774549753,-0.03912515262542974
0.7188205815372778,-1.515847017615931,-0.3530677613942593,1.9036801613454202,0.12141929272587806,-0.29180702844607,-0.18721244776596468,-0.9871005438464301,-0.19630822797383005,-0.6706750774549753,-0.03912515262542974
-0.5618158883597312,0.04590840448487177,-0.3530677613942593,2.513068006897378,0.12141929272587806,-0.08956444412441715,-0.18721244776596468,0.9730826773583534,-0.19630822797383005,-0.6706750774549753,-0.03912515262542974
-0.5588322257854846,-0.565213282424138,-0.3530677613942593,-0.579930666898965,-0.6367182715239468,-1.3030199500543342,-0.18721244776596468,-0.9871005438464301,-0.19630822797383005,-0.6706750774549753,-0.03912515262542974
-0.22527531551282612,-1.1084325596765912,2.5219606941872117,-0.4817732328841193,0.4368509004352177,0.1126781401972357,-0.18721244776596468,-0.007008933244038318,-0.19630822797383005,1.1343178633226634,-0.03912515262542974
-0.668019216643465,-1.1084325596765912,-0.3530677613942593,-0.5150500656206326,0.6031985517905973,-0.8985347814110285,-0.18721244776596468,-0.007008933244038318,2.829120194688874,0.23182139293384404,-0.03912515262542974
1.0824042684149995,-0.8368229210503646,-0.3530677613942593,-0.3084364146405682,0.02107346613589006,1.7306188147704584,-0.18721244776596468,0.9730826773583534,-0.19630822797383005,-0.6706750774549753,-0.03912515262542974
-0.5971223561380995,0.2496156334545417,-0.3530677613942593,-0.4129492632110704,-0.5210074364618452,-0.8985347814110285,-0.18721244776596468,-0.007008933244038318,-0.19630822797383005,-0.6706750774549753,-0.03912515262542974
-0.33215168016402524,0.6570300913938816,-0.3530677613942593,-0.3125593058279527,0.1227992025048808,1.5283762304488056,-0.18721244776596468,3.9133575091655284,-0.19630822797383005,-0.6706750774549753,-0.03912515262542974
-0.5381148103815199,-1.0405301500200346,-0.3530677613942593,-0.48243517792388596,-0.34872049867656363,-0.49404961276772286,-0.18721244776596468,-0.007008933244038318,-0.19630822797383005,-0.6706750774549753,-0.03912515262542974
-0.5497866599448767,-0.3615060534544681,-0.3530677613942593,-0.3824469270769161,0.4368509004352177,0.31492072451888853,-0.18721244776596468,1.9531742879607452,-0.19630822797383005,0.23182139293384404,-0.03912515262542974
-0.2101296308556255,-0.08989641482824152,-0.3530677613942593,-0.3143034312220341,-0.24022620248689974,1.1238910618055,-0.18721244776596468,-0.007008933244038318,-0.19630822797383005,0.23182139293384404,-0.03912515262542974
0.25219867077541935,-0.2936036437979115,-0.3530677613942593,-0.38959194326514834,-0.3158796478353336,-0.08956444412441715,-0.18721244776596468,0.9730826773583534,-0.19630822797383005,-0.6706750774549753,-0.03912515262542974
-0.17899247889566552,-0.4973108727675814,-0.3530677613942593,-0.4769484905383708,0.1919930713227671,0.31492072451888853,-0.18721244776596468,0.9730826773583534,-0.19630822797383005,1.1343178633226634,-0.03912515262542974
-0.668019216643465,0.8607373203635516,-0.3530677613942593,-0.37659128837942335,-0.3247560614351542,-0.08956444412441715,-0.18721244776596468,0.9730826773583534,-0.19630822797383005,-0.6706750774549753,-0.03912515262542974
0.11696519585578082,-0.15779882448479818,-0.3530677613942593,-0.3315842641629074,-0.7064106700029187,-0.6962921970893757,-0.18721244776596468,-0.007008933244038318,-0.19630822797383005,0.23182139293384404,-0.03912515262542974
-0.6326376352728684,2.0150782845250146,-0.3530677613942593,-0.5758684821030906,0.08743517935830526,1.7306188147704584,-0.18721244776596468,-0.9871005438464301,-0.19630822797383005,-0.6706750774549753,-0.03912515262542974
-0.668019216643465,0.5212252720807683,-0.3530677613942593,1.7633491212757422,0.12141929272587806,-1.3030199500543342,-0.18721244776596468,-0.9871005438464301,-0.19630822797383005,-0.6706750774549753,-0.03912515262542974
-0.5111470882745959,-1.8553590658987142,-0.3530677613942593,-0.44379827312930076,-0.608550607164569,0.921648477483847,-0.18721244776596468,-0.007008933244038318,-0.19630822797383005,-0.6706750774549753,-0.03912515262542974
0.5523944286501169,-1.0405301500200346,-0.3530677613942593,-0.4860488424460472,-0.0510494619243659,-0.49404961276772286,-0.18721244776596468,-0.9871005438464301,-0.19630822797383005,-0.6706750774549753,-0.03912515262542974
2.0791092056792286,-0.6331156920806947,1.0844464663964761,-0.5278603716369077,0.4131010311900642,-0.6962921970893757,1.8978522320370272,-0.9871005438464301,5.854548617351577,0.23182139293384404,-0.03912515262542974
1.127967546598708,0.04590840448487177,-0.3530677613942593,-0.4909076873894401,0.2982366396481506,-0.8985347814110285,-0.18721244776596468,-0.007008933244038318,-0.19630822797383005,0.23182139293384404,-0.03912515262542974
22.169296702375,-0.6331156920806947,-0.3530677613942593,-0.07375948514244078,-0.8582133141782738,-0.49404961276772286,-0.18721244776596468,0.9730826773583534,-0.19630822797383005,2.036814333711483,-0.03912515262542974
-0.49544140317265123,0.9965421396766648,1.0844464663964761,-0.5182172989169623,0.4236218649724707,0.1126781401972357,-0.18721244776596468,-0.007008933244038318,-0.19630822797383005,-0.6706750774549753,-0.03912515262542974
-0.5282887112082498,0.385420452767655,1.0844464663964761,-0.5092582840209815,1.0034673009950419,1.1238910618055,-0.18721244776596468,1.9531742879607452,-0.19630822797383005,-0.6706750774549753,-0.03912515262542974
1.0845784727038765,-1.515847017615931,-0.3530677613942593,-0.49268162580238156,0.16389530109484407,-0.08956444412441715,-0.18721244776596468,-0.9871005438464301,-0.19630822797383005,0.23182139293384404,-0.03912515262542974
-0.668019216643465,0.45332286242421166,-0.3530677613942593,-0.3386343667901527,-1.465374316823019,-1.1007773657326814,-0.18721244776596468,-0.007008933244038318,-0.19630822797383005,-0.6706750774549753,-0.03912515262542974
0.9359493710778818,1.132346958989778,-0.3530677613942593,2.2118502491697716,0.12141929272587806,1.7306188147704584,-0.18721244776596468,-0.9871005438464301,-0.19630822797383005,1.1343178633226634,-0.03912515262542974
1.2410572117409506,0.04590840448487177,1.0844464663964761,-0.424278052249541,-0.7446647571871011,-1.1007773657326814,-0.18721244776596468,-0.9871005438464301,-0.19630822797383005,0.23182139293384404,-0.03912515262542974
0.5600540683404863,0.04590840448487177,-0.3530677613942593,-0.44133292867790275,0.08647550005873644,-0.29180702844607,-0.18721244776596468,0.9730826773583534,-0.19630822797383005,1.1343178633226634,-0.03912515262542974
-0.5233271514582659,-0.768920511393808,-0.3530677613942593,-0.514648569632033,-0.7064106700029187,-0.29180702844607,-0.18721244776596468,-0.9871005438464301,-0.19630822797383005,1.1343178633226634,-0.03912515262542974
1.127967546598708,2.082980694181571,-0.3530677613942593,-0.5828851451138763,0.6061157959429311,-0.8985347814110285,-0.18721244776596468,-0.9871005438464301,-0.19630822797383005,-0.6706750774549753,-0.03912515262542974
-0.25913680721247584,-0.22570123414135482,-0.3530677613942593,-0.4836489955911424,0.6716420094689762,0.1126781401972357,-0.18721244776596468,-0.007008933244038318,-0.19630822797383005,-0.6706750774549753,-0.03912515262542974
-0.5598018936851509,0.7249325010504383,-0.3530677613942593,-0.49764011340392117,0.5201044822087406,0.7194058931621943,-0.18721244776596468,-0.007008933244038318,-0.19630822797383005,-0.6706750774549753,-0.03912515262542974
-0.4006650674894892,-0.42940846311102476,-0.3530677613942593,1.988504894261163,0.12141929272587806,-0.6962921970893757,-0.18721244776596468,-0.007008933244038318,-0.19630822797383005,1.1343178633226634,-0.03912515262542974
-0.057977077125895664,-1.3121397886462611,-0.3530677613942593,-0.5741767410500856,0.10342566481665637,-1.1007773657326814,-0.18721244776596468,-0.9871005438464301,-0.19630822797383005,2.036814333711483,-0.03912515262542974
-0.20665285100152522,1.4039565976160047,-0.3530677613942593,1.4613305150583071,0.12141929272587806,-0.6962921970893757,-0.18721244776596468,-0.9871005438464301,-0.19630822797383005,-0.6706750774549753,-0.03912515262542974
-0.48431779466125896,1.6755662362422312,-0.3530677613942593,-0.5816779946854603,0.39585336629531176,-1.1007773657326814,-0.18721244776596468,-0.9871005438464301,-0.19630822797383005,-0.6706750774549753,-0.03912515262542974
-0.6578158365737168,0.04590840448487177,-0.3530677613942593,-0.5824876642086292,0.6716420094689762,-0.08956444412441715,-0.18721244776596468,-0.9871005438464301,-0.19630822797383005,1.1343178633226634,-0.03912515262542974
-0.5167247965026939,0.3175180431110984,-0.3530677613942593,-0.5097718612442653,0.3246081125412511,0.1126781401972357,-0.18721244776596468,-0.007008933244038318,-0.19630822797383005,0.23182139293384404,-0.03912515262542974
0.05319633425330421,-0.15779882448479818,-0.3530677613942593,-0.4467618929925511,-0.25072423341489286,-0.49404961276772286,-0.18721244776596468,-0.007008933244038318,-0.19630822797383005,-0.6706750774549753,-0.03912515262542974
